participant,block,technique,target_number,repetition,tct_ms,n_subselections,n_distractors_subselected,n_targets_missed,n_distractors_final,n_grouped_final,hand_movement_m,hand_rotation_deg
5,0,SemiDwell,6,8,5037.2,6,0,0,0,6,0.3481,229.05
5,0,SemiDwell,2,9,5232.8,2,0,0,0,2,0.3403,40.67
5,0,SemiDwell,4,9,5376.4,6,2,0,1,5,0.2091,103.6
5,0,SemiDwell,6,9,4546.1,6,0,0,0,6,0.4402,127.49
5,0,SemiDwell,2,10,5182.8,2,0,0,0,2,0.0788,46.51
5,0,SemiDwell,4,10,4499.9,4,0,0,0,4,0.2296,190.47
5,0,SemiDwell,6,10,4663.3,7,1,1,0,5,0.4755,104.76
5,0,SemiDwell,2,11,3867.6,2,0,0,0,2,0.1852,138.96
5,0,SemiDwell,4,11,5265.4,4,0,0,0,4,0.5324,183.87
5,0,SemiDwell,6,11,5184.9,7,1,0,0,6,0.1939,44.89
5,0,SemiDwell,2,12,4286.5,2,0,0,0,2,0.1351,150.35
5,0,SemiDwell,4,12,6602.6,4,0,0,1,5,0.3962,117.88
5,0,SemiDwell,6,12,5226.3,6,0,1,0,5,0.4897,204.24
5,0,SemiDwell,2,13,5303.6,2,0,0,0,2,0.3514,74.43
5,0,SemiDwell,4,13,4941.4,4,0,0,0,4,0.5227,132.13
5,0,SemiDwell,6,13,5741.2,6,0,0,0,6,0.4952,163.07
5,0,SemiDwell,2,14,4195.1,2,0,0,0,2,0.2476,244.49
5,0,SemiDwell,4,14,4695.3,4,0,0,0,4,0.1288,162.16
5,0,SemiDwell,6,14,4800.2,7,1,0,0,6,0.3327,122.59
5,1,SemiSwipe,2,0,5306.9,2,0,0,0,2,0.2713,232.9
5,1,SemiSwipe,4,0,4348.4,4,0,0,0,4,0.1577,112.89
5,1,SemiSwipe,6,0,5726.6,6,0,0,1,7,0.2938,149.66
5,1,SemiSwipe,2,1,4306.9,2,0,0,0,2,0.4358,147.72
5,1,SemiSwipe,4,1,4746.0,4,0,0,0,4,0.4286,243.58
5,1,SemiSwipe,6,1,5766.7,6,0,0,1,7,0.0519,229.56
5,1,SemiSwipe,2,2,4949.4,2,0,1,1,2,0.4961,180.91
5,1,SemiSwipe,4,2,5490.9,4,0,0,0,4,0.5729,194.11
5,1,SemiSwipe,6,2,4595.7,7,1,1,0,5,0.3903,138.99
5,1,SemiSwipe,2,3,4580.2,3,1,0,0,2,0.4413,139.56
5,1,SemiSwipe,4,3,4170.7,4,0,0,0,4,0.6759,148.12
5,1,SemiSwipe,6,3,5179.5,6,0,1,0,5,0.5673,228.75
5,1,SemiSwipe,2,4,6804.3,2,0,1,0,1,0.2957,221.13
5,1,SemiSwipe,4,4,4898.1,5,1,0,0,4,0.544,196.98
5,1,SemiSwipe,6,4,4096.2,7,1,0,1,7,0.5089,196.46
5,1,SemiSwipe,2,5,5461.2,2,0,0,0,2,0.2688,178.77
5,1,SemiSwipe,4,5,6143.3,5,1,0,0,4,0.6645,141.81
5,1,SemiSwipe,6,5,4695.5,6,0,1,1,6,0.1909,114.83
5,1,SemiSwipe,2,6,4677.4,2,0,0,0,2,0.2173,104.4
5,1,SemiSwipe,4,6,4328.0,4,0,0,0,4,0.5483,223.37
5,1,SemiSwipe,6,6,6323.7,7,1,0,1,7,0.4737,294.78
5,1,SemiSwipe,2,7,5001.3,2,0,0,1,3,0.1639,88.95
5,1,SemiSwipe,4,7,4072.8,4,0,0,0,4,0.4222,131.33
5,1,SemiSwipe,6,7,4236.0,7,1,0,0,6,0.5225,89.15
5,1,SemiSwipe,2,8,3138.8,2,0,0,0,2,0.5553,164.68
5,1,SemiSwipe,4,8,4626.8,4,0,0,0,4,0.6783,163.08
5,1,SemiSwipe,6,8,4777.8,7,1,0,0,6,0.4518,138.07
5,1,SemiSwipe,2,9,4890.6,2,0,0,0,2,0.4389,212.19
5,1,SemiSwipe,4,9,5055.7,4,0,0,0,4,0.3589,134.77
5,1,SemiSwipe,6,9,4936.8,7,1,0,0,6,0.4428,1.42
5,1,SemiSwipe,2,10,4867.7,2,0,0,0,2,0.3606,162.29
5,1,SemiSwipe,4,10,5131.3,4,0,0,0,4,0.6154,187.05
5,1,SemiSwipe,6,10,4561.8,6,0,2,0,4,0.5406,220.34
5,1,SemiSwipe,2,11,5697.6,3,1,1,0,1,0.3801,154.13
5,1,SemiSwipe,4,11,4050.4,5,1,0,1,5,0.2964,243.8
5,1,SemiSwipe,6,11,4443.2,6,0,0,1,7,0.4288,139.03
5,1,SemiSwipe,2,12,4132.8,2,0,0,0,2,0.4659,105.91
5,1,SemiSwipe,4,12,4368.9,4,0,0,1,5,0.3744,87.24
5,1,SemiSwipe,6,12,4910.2,6,0,0,1,7,0.5163,59.96
5,1,SemiSwipe,2,13,4394.4,2,0,0,0,2,0.1898,194.91
5,1,SemiSwipe,4,13,4539.4,4,0,0,0,4,0.2576,141.01
5,1,SemiSwipe,6,13,5116.3,6,0,0,0,6,0.4954,61.27
5,1,SemiSwipe,2,14,5038.1,2,0,0,1,3,0.2894,180.26
5,1,SemiSwipe,4,14,5613.3,4,0,0,0,4,0.323,254.61
5,1,SemiSwipe,6,14,5618.7,6,0,0,0,6,0.2137,171.1
5,2,SemiNDH,2,0,4416.7,3,1,0,1,3,0.2131,203.63
5,2,SemiNDH,4,0,4431.0,4,0,0,1,5,0.6929,127.74
5,2,SemiNDH,6,0,4628.9,6,0,1,0,5,0.4358,137.32
5,2,SemiNDH,2,1,4182.2,2,0,0,1,3,0.3417,275.07
5,2,SemiNDH,4,1,4966.6,4,0,0,0,4,0.5802,195.47
5,2,SemiNDH,6,1,4607.7,7,1,0,1,7,0.4428,118.98
5,2,SemiNDH,2,2,4289.3,2,0,0,0,2,0.3608,164.48
5,2,SemiNDH,4,2,3919.3,4,0,0,0,4,0.2446,189.31
5,2,SemiNDH,6,2,3695.0,7,1,0,1,7,0.5267,184.78
5,2,SemiNDH,2,3,4382.4,3,1,1,0,1,0.2989,207.9
5,2,SemiNDH,4,3,4873.9,4,0,0,0,4,0.5576,155.49
5,2,SemiNDH,6,3,4809.4,8,2,0,0,6,0.5912,165.14
5,2,SemiNDH,2,4,4584.4,2,0,0,0,2,0.8805,279.14
5,2,SemiNDH,4,4,6163.0,4,0,0,1,5,0.3151,147.77
5,2,SemiNDH,6,4,4826.6,6,0,1,0,5,0.3264,211.54
5,2,SemiNDH,2,5,4627.2,2,0,0,0,2,0.358,122.66
5,2,SemiNDH,4,5,5526.1,4,0,0,0,4,0.3728,152.3
5,2,SemiNDH,6,5,5040.0,6,0,0,0,6,0.3756,90.73
5,2,SemiNDH,2,6,4566.7,2,0,0,0,2,0.2793,206.59
5,2,SemiNDH,4,6,5462.2,5,1,0,1,5,0.0779,204.64
5,2,SemiNDH,6,6,5342.2,6,0,1,0,5,0.4715,216.55
5,2,SemiNDH,2,7,4105.0,2,0,0,0,2,0.4834,103.44
5,2,SemiNDH,4,7,5008.9,4,0,0,0,4,0.2098,31.04
5,2,SemiNDH,6,7,4984.4,6,0,0,0,6,0.4053,119.22
5,2,SemiNDH,2,8,3919.5,2,0,0,0,2,0.3698,129.22
5,2,SemiNDH,4,8,5209.3,4,0,0,0,4,0.6093,120.49
5,2,SemiNDH,6,8,5907.2,6,0,0,0,6,0.111,120.16
5,2,SemiNDH,2,9,4030.4,2,0,0,0,2,0.785,47.21
5,2,SemiNDH,4,9,4947.1,4,0,0,0,4,0.3348,183.97
5,2,SemiNDH,6,9,6104.6,6,0,0,0,6,0.0898,172.58
5,2,SemiNDH,2,10,5618.6,2,0,0,0,2,0.324,238.24
5,2,SemiNDH,4,10,4349.8,4,0,0,0,4,0.4993,164.84
5,2,SemiNDH,6,10,3829.9,6,0,0,0,6,0.342,53.89
5,2,SemiNDH,2,11,5197.7,3,1,0,1,3,0.1357,74.99
5,2,SemiNDH,4,11,4844.7,4,0,0,1,5,0.544,238.61
5,2,SemiNDH,6,11,4219.9,6,0,0,0,6,0.5573,52.33
5,2,SemiNDH,2,12,4273.7,2,0,0,0,2,0.386,80.91
5,2,SemiNDH,4,12,4449.7,4,0,0,0,4,0.4595,56.95
5,2,SemiNDH,6,12,5206.4,6,0,0,0,6,0.2946,100.24
5,2,SemiNDH,2,13,3842.2,2,0,0,0,2,0.7436,56.59
5,2,SemiNDH,4,13,4642.0,4,0,0,0,4,0.5985,95.48
5,2,SemiNDH,6,13,4430.8,6,0,0,0,6,0.4104,156.92
5,2,SemiNDH,2,14,5627.4,2,0,0,0,2,0.7242,94.25
5,2,SemiNDH,4,14,4868.8,4,0,0,0,4,0.5849,212.37
5,2,SemiNDH,6,14,4435.2,6,0,1,0,5,0.4467,255.38
5,3,SemiTilt,2,0,4248.5,3,1,0,0,2,0.4647,204.18
5,3,SemiTilt,4,0,4612.1,4,0,0,0,4,0.2562,187.43
5,3,SemiTilt,6,0,4615.1,6,0,0,0,6,0.215,174.83
5,3,SemiTilt,2,1,3784.8,2,0,0,0,2,0.6556,163.98
5,3,SemiTilt,4,1,4670.4,4,0,0,0,4,0.4402,221.73
5,3,SemiTilt,6,1,5223.5,6,0,0,0,6,0.2644,213.73
5,3,SemiTilt,2,2,5432.1,2,0,0,0,2,0.4107,53.62
5,3,SemiTilt,4,2,4827.2,4,0,0,0,4,0.4971,73.44
5,3,SemiTilt,6,2,3870.1,6,0,0,0,6,0.2787,76.73
5,3,SemiTilt,2,3,5315.4,2,0,0,0,2,0.4601,237.52
5,3,SemiTilt,4,3,4897.1,4,0,1,0,3,0.5553,163.84
5,3,SemiTilt,6,3,5603.6,6,0,0,0,6,0.3168,106.9
5,3,SemiTilt,2,4,4862.4,2,0,0,0,2,0.4654,95.2
5,3,SemiTilt,4,4,4411.4,5,1,0,0,4,0.4178,97.38
5,3,SemiTilt,6,4,4252.1,6,0,1,1,6,0.0079,76.34
5,3,SemiTilt,2,5,5127.5,2,0,0,0,2,0.1865,130.06
5,3,SemiTilt,4,5,5515.8,4,0,0,0,4,0.2693,254.99
5,3,SemiTilt,6,5,5880.9,6,0,0,0,6,0.0403,144.73
5,3,SemiTilt,2,6,5496.3,2,0,1,1,2,0.5158,63.73
5,3,SemiTilt,4,6,5755.6,4,0,1,0,3,0.5062,242.01
5,3,SemiTilt,6,6,4574.1,6,0,0,0,6,0.6103,18.23
5,3,SemiTilt,2,7,4312.0,2,0,1,0,1,0.4668,31.66
5,3,SemiTilt,4,7,4224.9,4,0,0,0,4,0.3999,202.74
5,3,SemiTilt,6,7,5972.8,6,0,0,0,6,0.5451,82.69
5,3,SemiTilt,2,8,4304.8,2,0,0,1,3,0.4371,275.58
5,3,SemiTilt,4,8,4834.5,4,0,0,0,4,0.2588,80.88
5,3,SemiTilt,6,8,5400.5,6,0,0,0,6,0.4661,217.44
5,3,SemiTilt,2,9,4589.9,2,0,0,0,2,0.634,61.16
5,3,SemiTilt,4,9,4619.2,4,0,0,0,4,0.2998,187.17
5,3,SemiTilt,6,9,4613.5,7,1,0,1,7,0.5127,187.02
5,3,SemiTilt,2,10,4290.7,2,0,0,0,2,0.2913,192.05
5,3,SemiTilt,4,10,4345.7,4,0,0,0,4,0.525,186.88
5,3,SemiTilt,6,10,5585.6,6,0,0,0,6,0.4573,120.42
5,3,SemiTilt,2,11,5984.8,3,1,0,1,3,0.0532,132.69
5,3,SemiTilt,4,11,5040.4,4,0,0,0,4,0.34,141.47
5,3,SemiTilt,6,11,4705.0,6,0,0,0,6,0.6006,108.97
5,3,SemiTilt,2,12,4878.0,2,0,0,0,2,0.2723,80.17
5,3,SemiTilt,4,12,5558.2,4,0,0,0,4,0.5005,146.51
5,3,SemiTilt,6,12,4572.1,6,0,0,0,6,0.4671,104.35
5,3,SemiTilt,2,13,5244.6,2,0,0,1,3,0.4862,79.46
5,3,SemiTilt,4,13,5106.8,4,0,1,1,4,0.6043,220.61
5,3,SemiTilt,6,13,4265.1,6,0,0,0,6,0.5592,235.14
5,3,SemiTilt,2,14,4993.1,2,0,0,0,2,0.3606,175.78
5,3,SemiTilt,4,14,4397.7,4,0,0,0,4,0.4173,192.44
5,3,SemiTilt,6,14,4482.8,6,0,0,1,7,0.4465,69.3
5,4,FullDH,2,0,4199.6,2,0,0,0,2,0.2519,226.73
5,4,FullDH,4,0,5214.8,4,0,0,0,4,0.0087,82.46
5,4,FullDH,6,0,5206.3,8,2,1,0,5,0.4444,126.3
5,4,FullDH,2,1,5028.8,3,1,0,0,2,0.648,200.66
5,4,FullDH,4,1,4414.9,4,0,0,0,4,0.5017,145.19
5,4,FullDH,6,1,4592.2,6,0,1,1,6,0.4231,153.76
5,4,FullDH,2,2,5466.9,2,0,0,1,3,0.309,146.2
5,4,FullDH,4,2,5159.0,4,0,0,0,4,0.1463,177.3
5,4,FullDH,6,2,4260.2,6,0,1,0,5,0.5002,15.46
5,4,FullDH,2,3,5072.0,2,0,0,0,2,0.4545,134.82
5,4,FullDH,4,3,5472.6,4,0,0,0,4,0.1284,192.14
5,4,FullDH,6,3,5391.5,6,0,0,0,6,0.3624,20.06
5,4,FullDH,2,4,5387.0,2,0,1,0,1,0.4712,114.77
5,4,FullDH,4,4,3761.5,4,0,0,0,4,0.2387,108.13
5,4,FullDH,6,4,4933.5,7,1,0,0,6,0.2863,101.7
5,4,FullDH,2,5,5407.0,2,0,0,0,2,0.2642,41.58
5,4,FullDH,4,5,4614.7,4,0,0,0,4,0.7452,268.37
5,4,FullDH,6,5,4855.3,6,0,0,1,7,0.5881,112.69
5,4,FullDH,2,6,5381.0,2,0,0,0,2,0.383,83.0
5,4,FullDH,4,6,4905.1,4,0,0,0,4,0.4773,181.05
5,4,FullDH,6,6,3290.6,6,0,0,1,7,0.1817,204.79
5,4,FullDH,2,7,4129.1,3,1,1,0,1,0.2841,201.74
5,4,FullDH,4,7,4851.7,4,0,0,1,5,0.2357,118.43
5,4,FullDH,6,7,4144.1,7,1,0,0,6,0.4028,109.85
5,4,FullDH,2,8,4427.3,2,0,0,0,2,0.4115,156.08
5,4,FullDH,4,8,5201.5,6,2,0,0,4,0.3441,136.12
5,4,FullDH,6,8,5133.1,7,1,1,1,6,0.3575,71.65
5,4,FullDH,2,9,5055.3,2,0,0,0,2,0.7107,192.92
5,4,FullDH,4,9,4703.5,4,0,0,0,4,0.1318,143.35
5,4,FullDH,6,9,4948.0,6,0,0,0,6,0.1685,122.64
5,4,FullDH,2,10,4245.4,2,0,0,0,2,0.5765,142.28
5,4,FullDH,4,10,3437.9,4,0,0,0,4,0.256,157.14
5,4,FullDH,6,10,5497.6,6,0,0,0,6,0.4072,219.04
5,4,FullDH,2,11,3442.0,3,1,0,0,2,0.501,78.98
5,4,FullDH,4,11,6356.8,4,0,0,0,4,0.3671,242.77
5,4,FullDH,6,11,4684.4,7,1,0,0,6,0.3262,186.14
5,4,FullDH,2,12,5190.0,2,0,0,0,2,0.5025,275.06
5,4,FullDH,4,12,3184.1,4,0,0,1,5,0.6516,198.09
5,4,FullDH,6,12,5222.1,7,1,0,0,6,0.532,104.68
5,4,FullDH,2,13,5415.3,2,0,0,0,2,0.4352,125.36
5,4,FullDH,4,13,4350.1,4,0,1,1,4,0.4478,169.52
5,4,FullDH,6,13,5001.9,7,1,0,0,6,0.1538,121.8
5,4,FullDH,2,14,5743.3,2,0,0,1,3,0.6077,145.08
5,4,FullDH,4,14,5372.4,5,1,0,0,4,0.3215,109.82
5,4,FullDH,6,14,4912.3,6,0,0,0,6,0.3992,181.52
6,0,SemiSwipe,2,0,5002.1,2,0,0,0,2,0.2456,97.58
6,0,SemiSwipe,4,0,4763.6,5,1,0,0,4,0.3926,197.68
6,0,SemiSwipe,6,0,4601.7,7,1,0,0,6,0.2065,154.51
6,0,SemiSwipe,2,1,4222.6,2,0,0,0,2,0.0667,90.31
6,0,SemiSwipe,4,1,4697.6,4,0,0,0,4,0.2846,157.09
6,0,SemiSwipe,6,1,4357.0,7,1,0,1,7,0.3916,233.42
6,0,SemiSwipe,2,2,4219.1,2,0,0,0,2,0.514,127.07
6,0,SemiSwipe,4,2,5683.5,4,0,0,1,5,0.1864,108.14
6,0,SemiSwipe,6,2,4580.9,6,0,0,0,6,0.4361,271.21
6,0,SemiSwipe,2,3,4975.9,2,0,0,0,2,0.4325,140.54
6,0,SemiSwipe,4,3,5045.1,4,0,0,0,4,0.5637,124.45
6,0,SemiSwipe,6,3,4897.6,6,0,0,0,6,0.5944,150.33
6,0,SemiSwipe,2,4,3897.0,2,0,0,0,2,0.3124,98.7
6,0,SemiSwipe,4,4,4582.4,4,0,0,0,4,0.5708,168.87
6,0,SemiSwipe,6,4,5932.0,6,0,1,0,5,0.5331,104.64
6,0,SemiSwipe,2,5,4674.1,2,0,0,0,2,0.2401,142.8
6,0,SemiSwipe,4,5,5753.0,4,0,0,0,4,0.5035,181.79
6,0,SemiSwipe,6,5,5626.5,6,0,0,0,6,0.5759,171.81
6,0,SemiSwipe,2,6,3770.3,2,0,0,0,2,0.5874,13.38
6,0,SemiSwipe,4,6,4109.9,4,0,0,1,5,0.3218,95.89
6,0,SemiSwipe,6,6,4749.2,6,0,0,0,6,0.5713,172.61
6,0,SemiSwipe,2,7,4685.4,2,0,0,0,2,0.3686,140.05
6,0,SemiSwipe,4,7,4276.5,4,0,0,1,5,0.6336,207.43
6,0,SemiSwipe,6,7,4809.1,7,1,0,1,7,0.1851,24.79
6,0,SemiSwipe,2,8,3737.3,2,0,0,1,3,0.2651,165.28
6,0,SemiSwipe,4,8,4963.8,4,0,1,0,3,0.3706,92.16
6,0,SemiSwipe,6,8,5562.3,6,0,0,0,6,0.5933,200.69
6,0,SemiSwipe,2,9,5289.0,2,0,0,0,2,0.3087,172.9
6,0,SemiSwipe,4,9,4886.0,4,0,0,0,4,0.1144,142.86
6,0,SemiSwipe,6,9,3924.5,6,0,0,0,6,0.2907,158.99
6,0,SemiSwipe,2,10,4240.8,2,0,0,0,2,0.1615,154.62
6,0,SemiSwipe,4,10,4695.4,4,0,0,0,4,0.4605,98.86
6,0,SemiSwipe,6,10,4510.7,6,0,1,0,5,0.4743,278.14
6,0,SemiSwipe,2,11,5488.9,2,0,0,0,2,0.3523,204.53
6,0,SemiSwipe,4,11,5721.6,4,0,0,0,4,0.344,117.07
6,0,SemiSwipe,6,11,4806.9,8,2,0,0,6,0.3704,213.3
6,0,SemiSwipe,2,12,4268.6,2,0,0,0,2,0.334,154.78
6,0,SemiSwipe,4,12,4869.6,4,0,0,0,4,0.3233,301.83
6,0,SemiSwipe,6,12,3440.6,7,1,0,1,7,0.5348,82.34
6,0,SemiSwipe,2,13,3954.6,2,0,0,0,2,0.1621,115.19
6,0,SemiSwipe,4,13,5132.6,4,0,0,0,4,0.4422,122.46
6,0,SemiSwipe,6,13,5273.0,6,0,1,0,5,0.2867,78.45
6,0,SemiSwipe,2,14,5351.5,2,0,0,1,3,0.1542,222.71
6,0,SemiSwipe,4,14,6082.8,4,0,1,0,3,0.504,192.9
6,0,SemiSwipe,6,14,4960.1,6,0,0,1,7,0.4277,112.34
6,1,SemiTilt,2,0,5405.4,2,0,0,0,2,0.4236,115.51
6,1,SemiTilt,4,0,4158.5,4,0,0,0,4,0.2169,23.92
6,1,SemiTilt,6,0,5136.6,6,0,1,0,5,0.1067,187.95
6,1,SemiTilt,2,1,3661.1,2,0,1,0,1,0.1875,126.5
6,1,SemiTilt,4,1,3992.1,4,0,1,0,3,0.6315,159.84
6,1,SemiTilt,6,1,4700.3,6,0,0,0,6,0.3361,57.4
6,1,SemiTilt,2,2,5238.0,2,0,0,0,2,0.7004,86.67
6,1,SemiTilt,4,2,4001.2,5,1,0,0,4,0.2925,263.84
6,1,SemiTilt,6,2,5467.3,6,0,0,1,7,0.3852,182.87
6,1,SemiTilt,2,3,6574.2,2,0,0,0,2,0.3463,171.45
6,1,SemiTilt,4,3,5037.3,4,0,0,0,4,0.4157,184.24
6,1,SemiTilt,6,3,5611.1,7,1,1,1,6,0.3553,203.69
6,1,SemiTilt,2,4,5027.9,2,0,0,1,3,0.4246,123.59
6,1,SemiTilt,4,4,5081.4,5,1,0,0,4,0.3905,159.15
6,1,SemiTilt,6,4,3437.3,7,1,1,0,5,0.6443,63.34
6,1,SemiTilt,2,5,4854.4,2,0,0,1,3,0.2783,150.22
6,1,SemiTilt,4,5,4818.6,4,0,0,1,5,0.5695,133.15
6,1,SemiTilt,6,5,5462.1,6,0,1,0,5,0.1871,104.56
6,1,SemiTilt,2,6,5436.1,2,0,0,0,2,0.5234,121.74
6,1,SemiTilt,4,6,4608.3,4,0,1,0,3,0.3775,150.99
6,1,SemiTilt,6,6,5118.4,7,1,0,0,6,0.5671,164.28
6,1,SemiTilt,2,7,4484.2,2,0,0,1,3,0.2792,82.96
6,1,SemiTilt,4,7,5243.3,5,1,0,0,4,0.4768,146.23
6,1,SemiTilt,6,7,4602.2,6,0,0,0,6,0.5912,137.88
6,1,SemiTilt,2,8,3651.4,2,0,0,0,2,0.2387,146.17
6,1,SemiTilt,4,8,4599.7,4,0,0,0,4,0.4137,212.64
6,1,SemiTilt,6,8,4178.6,6,0,0,0,6,0.3505,38.51
6,1,SemiTilt,2,9,4505.7,2,0,0,0,2,0.4949,225.89
6,1,SemiTilt,4,9,4812.4,4,0,0,0,4,0.4381,95.77
6,1,SemiTilt,6,9,4816.9,6,0,1,0,5,0.2169,138.65
6,1,SemiTilt,2,10,5699.3,2,0,0,0,2,0.2832,107.91
6,1,SemiTilt,4,10,3988.8,4,0,0,0,4,0.4262,229.72
6,1,SemiTilt,6,10,4876.9,7,1,0,0,6,0.4677,127.09
6,1,SemiTilt,2,11,4850.4,2,0,0,0,2,0.437,158.71
6,1,SemiTilt,4,11,4075.1,4,0,0,1,5,0.3592,62.93
6,1,SemiTilt,6,11,5630.9,6,0,0,0,6,0.3671,90.8
6,1,SemiTilt,2,12,5253.7,2,0,0,0,2,0.3256,122.35
6,1,SemiTilt,4,12,4286.8,4,0,0,0,4,0.4183,111.41
6,1,SemiTilt,6,12,4862.1,6,0,1,0,5,0.0091,186.78
6,1,SemiTilt,2,13,5217.8,2,0,0,1,3,0.4367,188.44
6,1,SemiTilt,4,13,6152.9,4,0,1,0,3,0.5243,110.31
6,1,SemiTilt,6,13,5762.8,6,0,0,0,6,0.4892,259.97
6,1,SemiTilt,2,14,3107.9,2,0,1,0,1,0.4742,151.01
6,1,SemiTilt,4,14,4372.0,4,0,0,0,4,0.4218,157.88
6,1,SemiTilt,6,14,4983.4,6,0,1,1,6,0.5157,129.35
6,2,SemiDwell,2,0,4799.4,2,0,0,0,2,0.4118,55.0
6,2,SemiDwell,4,0,4412.6,4,0,0,0,4,0.485,157.4
6,2,SemiDwell,6,0,4725.4,6,0,0,1,7,0.3103,150.02
6,2,SemiDwell,2,1,3983.7,2,0,0,1,3,0.22,222.94
6,2,SemiDwell,4,1,4845.5,4,0,0,0,4,0.5135,108.04
6,2,SemiDwell,6,1,5168.4,8,2,0,0,6,0.4673,63.63
6,2,SemiDwell,2,2,4901.7,2,0,0,1,3,0.252,101.23
6,2,SemiDwell,4,2,3925.8,4,0,0,1,5,0.4451,170.91
6,2,SemiDwell,6,2,4339.7,6,0,0,0,6,0.1773,230.47
6,2,SemiDwell,2,3,4354.3,2,0,0,0,2,0.378,237.75
6,2,SemiDwell,4,3,3911.8,4,0,0,1,5,0.411,68.79
6,2,SemiDwell,6,3,4882.2,6,0,0,0,6,0.3973,91.94
6,2,SemiDwell,2,4,5757.5,2,0,0,1,3,0.2747,208.46
6,2,SemiDwell,4,4,3669.8,5,1,0,0,4,0.5907,167.67
6,2,SemiDwell,6,4,4722.5,7,1,0,0,6,0.3703,129.94
6,2,SemiDwell,2,5,4218.0,2,0,0,1,3,0.494,233.78
6,2,SemiDwell,4,5,4541.9,4,0,1,0,3,0.4039,149.59
6,2,SemiDwell,6,5,4515.5,6,0,0,0,6,0.3949,127.05
6,2,SemiDwell,2,6,5341.0,2,0,0,1,3,0.3863,125.22
6,2,SemiDwell,4,6,4931.3,5,1,0,1,5,0.4619,165.13
6,2,SemiDwell,6,6,4099.3,6,0,0,0,6,0.4207,151.75
6,2,SemiDwell,2,7,4804.4,3,1,0,0,2,0.2089,170.25
6,2,SemiDwell,4,7,4956.1,5,1,0,0,4,0.3721,138.19
6,2,SemiDwell,6,7,3847.1,7,1,1,0,5,0.4484,169.35
6,2,SemiDwell,2,8,5223.3,3,1,0,0,2,0.3551,159.95
6,2,SemiDwell,4,8,3188.7,4,0,0,0,4,0.5037,75.22
6,2,SemiDwell,6,8,4903.0,6,0,0,0,6,0.3376,160.79
6,2,SemiDwell,2,9,4502.7,2,0,0,0,2,0.3936,115.39
6,2,SemiDwell,4,9,5413.7,4,0,0,0,4,0.0007,136.53
6,2,SemiDwell,6,9,3906.1,6,0,0,0,6,0.2186,271.85
6,2,SemiDwell,2,10,5652.3,2,0,0,0,2,0.2856,84.67
6,2,SemiDwell,4,10,4496.2,4,0,0,1,5,0.4612,69.88
6,2,SemiDwell,6,10,4849.2,6,0,0,1,7,0.6077,109.22
6,2,SemiDwell,2,11,5911.0,2,0,0,1,3,0.3304,140.4
6,2,SemiDwell,4,11,5278.5,4,0,0,0,4,0.407,264.97
6,2,SemiDwell,6,11,4842.9,6,0,0,0,6,0.4873,230.81
6,2,SemiDwell,2,12,4700.3,3,1,0,1,3,0.4251,190.46
6,2,SemiDwell,4,12,4960.5,5,1,0,0,4,0.5043,150.06
6,2,SemiDwell,6,12,4110.7,6,0,0,0,6,0.7076,211.61
6,2,SemiDwell,2,13,4269.3,2,0,0,0,2,0.3538,147.3
6,2,SemiDwell,4,13,5789.4,4,0,0,0,4,0.2861,156.54
6,2,SemiDwell,6,13,5171.5,6,0,0,0,6,0.3563,168.0
6,2,SemiDwell,2,14,5006.7,2,0,0,0,2,0.1604,201.74
6,2,SemiDwell,4,14,5546.4,4,0,0,0,4,0.4097,221.27
6,2,SemiDwell,6,14,3970.3,6,0,0,0,6,0.2132,102.65
6,3,FullDH,2,0,4587.0,2,0,0,1,3,0.3095,126.63
6,3,FullDH,4,0,4042.7,4,0,0,0,4,0.5396,65.47
6,3,FullDH,6,0,5041.3,7,1,0,1,7,0.5072,112.28
6,3,FullDH,2,1,4382.6,3,1,0,1,3,0.5462,260.61
6,3,FullDH,4,1,5405.1,4,0,0,0,4,0.5502,221.6
6,3,FullDH,6,1,5591.5,7,1,0,0,6,0.5343,123.37
6,3,FullDH,2,2,3914.6,2,0,0,0,2,0.3808,201.82
6,3,FullDH,4,2,4636.0,4,0,0,0,4,0.3404,203.53
6,3,FullDH,6,2,5201.0,6,0,0,0,6,0.3259,220.6
6,3,FullDH,2,3,4191.7,2,0,0,1,3,0.2826,174.12
6,3,FullDH,4,3,4332.8,4,0,0,0,4,0.3718,182.48
6,3,FullDH,6,3,4642.7,6,0,0,1,7,0.562,190.4
6,3,FullDH,2,4,3958.8,3,1,0,0,2,0.0787,133.57
6,3,FullDH,4,4,4414.3,4,0,1,0,3,0.3469,95.8
6,3,FullDH,6,4,6417.8,6,0,0,0,6,0.3891,183.77
6,3,FullDH,2,5,4134.0,2,0,0,0,2,0.2601,119.63
6,3,FullDH,4,5,4727.4,6,2,0,1,5,0.6028,170.53
6,3,FullDH,6,5,4997.0,6,0,0,1,7,0.5444,95.21
6,3,FullDH,2,6,4273.3,2,0,0,0,2,0.4767,66.05
6,3,FullDH,4,6,5000.4,4,0,0,0,4,0.498,266.07
6,3,FullDH,6,6,4745.7,6,0,0,0,6,0.4845,212.41
6,3,FullDH,2,7,4963.3,3,1,0,0,2,0.428,73.58
6,3,FullDH,4,7,5187.1,4,0,0,1,5,0.2483,125.08
6,3,FullDH,6,7,4699.8,6,0,0,0,6,0.4804,115.06
6,3,FullDH,2,8,5373.5,2,0,0,1,3,0.5722,206.62
