participant,block,technique,target_number,repetition,tct_ms,n_subselections,n_distractors_subselected,n_targets_missed,n_distractors_final,n_grouped_final,hand_movement_m,hand_rotation_deg
5,3,SemiTilt,4,10,8145.7,4,0,0,0,4,0.525,186.88
5,3,SemiTilt,6,10,10785.6,6,0,0,0,6,0.4573,120.42
5,3,SemiTilt,2,11,8384.8,3,1,0,1,3,0.0532,132.69
5,3,SemiTilt,4,11,8840.4,4,0,0,0,4,0.34,141.47
5,3,SemiTilt,6,11,9905.0,6,0,0,0,6,0.6006,108.97
5,3,SemiTilt,2,12,7278.0,2,0,0,0,2,0.2723,80.17
5,3,SemiTilt,4,12,9358.2,4,0,0,0,4,0.5005,146.51
5,3,SemiTilt,6,12,9772.1,6,0,0,0,6,0.4671,104.35
5,3,SemiTilt,2,13,7644.6,2,0,0,1,3,0.4862,79.46
5,3,SemiTilt,4,13,8906.8,4,0,1,1,4,0.6043,220.61
5,3,SemiTilt,6,13,9465.1,6,0,0,0,6,0.5592,235.14
5,3,SemiTilt,2,14,7393.1,2,0,0,0,2,0.3606,175.78
5,3,SemiTilt,4,14,8197.7,4,0,0,0,4,0.4173,192.44
5,3,SemiTilt,6,14,9682.8,6,0,0,1,7,0.4465,69.3
5,4,FullDH,2,0,5599.6,2,0,0,0,2,0.2519,226.73
5,4,FullDH,4,0,8014.8,4,0,0,0,4,0.0087,82.46
5,4,FullDH,6,0,9406.3,8,2,1,0,5,0.4444,126.3
5,4,FullDH,2,1,6428.8,3,1,0,0,2,0.648,200.66
5,4,FullDH,4,1,7214.9,4,0,0,0,4,0.5017,145.19
5,4,FullDH,6,1,8792.2,6,0,1,1,6,0.4231,153.76
5,4,FullDH,2,2,6866.9,2,0,0,1,3,0.309,146.2
5,4,FullDH,4,2,7959.0,4,0,0,0,4,0.1463,177.3
5,4,FullDH,6,2,8460.2,6,0,1,0,5,0.5002,15.46
5,4,FullDH,2,3,6472.0,2,0,0,0,2,0.4545,134.82
5,4,FullDH,4,3,8272.6,4,0,0,0,4,0.1284,192.14
5,4,FullDH,6,3,9591.5,6,0,0,0,6,0.3624,20.06
5,4,FullDH,2,4,6787.0,2,0,1,0,1,0.4712,114.77
5,4,FullDH,4,4,6561.5,4,0,0,0,4,0.2387,108.13
5,4,FullDH,6,4,9133.5,7,1,0,0,6,0.2863,101.7
5,4,FullDH,2,5,6807.0,2,0,0,0,2,0.2642,41.58
5,4,FullDH,4,5,7414.7,4,0,0,0,4,0.7452,268.37
5,4,FullDH,6,5,9055.3,6,0,0,1,7,0.5881,112.69
5,4,FullDH,2,6,6781.0,2,0,0,0,2,0.383,83.0
5,4,FullDH,4,6,7705.1,4,0,0,0,4,0.4773,181.05
5,4,FullDH,6,6,7490.6,6,0,0,1,7,0.1817,204.79
5,4,FullDH,2,7,5529.1,3,1,1,0,1,0.2841,201.74
5,4,FullDH,4,7,7651.7,4,0,0,1,5,0.2357,118.43
5,4,FullDH,6,7,8344.1,7,1,0,0,6,0.4028,109.85
5,4,FullDH,2,8,5827.3,2,0,0,0,2,0.4115,156.08
5,4,FullDH,4,8,8001.5,6,2,0,0,4,0.3441,136.12
5,4,FullDH,6,8,9333.1,7,1,1,1,6,0.3575,71.65
5,4,FullDH,2,9,6455.3,2,0,0,0,2,0.7107,192.92
5,4,FullDH,4,9,7503.5,4,0,0,0,4,0.1318,143.35
5,4,FullDH,6,9,9148.0,6,0,0,0,6,0.1685,122.64
5,4,FullDH,2,10,5645.4,2,0,0,0,2,0.5765,142.28
5,4,FullDH,4,10,6237.9,4,0,0,0,4,0.256,157.14
5,4,FullDH,6,10,9697.6,6,0,0,0,6,0.4072,219.04
5,4,FullDH,2,11,4842.0,3,1,0,0,2,0.501,78.98
5,4,FullDH,4,11,9156.8,4,0,0,0,4,0.3671,242.77
5,4,FullDH,6,11,8884.4,7,1,0,0,6,0.3262,186.14
5,4,FullDH,2,12,6590.0,2,0,0,0,2,0.5025,275.06
5,4,FullDH,4,12,5984.1,4,0,0,1,5,0.6516,198.09
5,4,FullDH,6,12,9422.1,7,1,0,0,6,0.532,104.68
5,4,FullDH,2,13,6815.3,2,0,0,0,2,0.4352,125.36
5,4,FullDH,4,13,7150.1,4,0,1,1,4,0.4478,169.52
5,4,FullDH,6,13,9201.9,7,1,0,0,6,0.1538,121.8
5,4,FullDH,2,14,7143.3,2,0,0,1,3,0.6077,145.08
5,4,FullDH,4,14,8172.4,5,1,0,0,4,0.3215,109.82
5,4,FullDH,6,14,9112.3,6,0,0,0,6,0.3992,181.52
6,0,SemiSwipe,2,0,7152.1,2,0,0,0,2,0.2456,97.58
6,0,SemiSwipe,4,0,8313.6,5,1,0,0,4,0.3926,197.68
6,0,SemiSwipe,6,0,9551.7,7,1,0,0,6,0.2065,154.51
6,0,SemiSwipe,2,1,6372.6,2,0,0,0,2,0.0667,90.31
6,0,SemiSwipe,4,1,8247.6,4,0,0,0,4,0.2846,157.09
6,0,SemiSwipe,6,1,9307.0,7,1,0,1,7,0.3916,233.42
6,0,SemiSwipe,2,2,6369.1,2,0,0,0,2,0.514,127.07
6,0,SemiSwipe,4,2,9233.5,4,0,0,1,5,0.1864,108.14
6,0,SemiSwipe,6,2,9530.9,6,0,0,0,6,0.4361,271.21
6,0,SemiSwipe,2,3,7125.9,2,0,0,0,2,0.4325,140.54
6,0,SemiSwipe,4,3,8595.1,4,0,0,0,4,0.5637,124.45
6,0,SemiSwipe,6,3,9847.6,6,0,0,0,6,0.5944,150.33
6,0,SemiSwipe,2,4,6047.0,2,0,0,0,2,0.3124,98.7
6,0,SemiSwipe,4,4,8132.4,4,0,0,0,4,0.5708,168.87
6,0,SemiSwipe,6,4,10882.0,6,0,1,0,5,0.5331,104.64
6,0,SemiSwipe,2,5,6824.1,2,0,0,0,2,0.2401,142.8
6,0,SemiSwipe,4,5,9303.0,4,0,0,0,4,0.5035,181.79
6,0,SemiSwipe,6,5,10576.5,6,0,0,0,6,0.5759,171.81
6,0,SemiSwipe,2,6,5920.3,2,0,0,0,2,0.5874,13.38
6,0,SemiSwipe,4,6,7659.9,4,0,0,1,5,0.3218,95.89
6,0,SemiSwipe,6,6,9699.2,6,0,0,0,6,0.5713,172.61
6,0,SemiSwipe,2,7,6835.4,2,0,0,0,2,0.3686,140.05
6,0,SemiSwipe,4,7,7826.5,4,0,0,1,5,0.6336,207.43
6,0,SemiSwipe,6,7,9759.1,7,1,0,1,7,0.1851,24.79
6,0,SemiSwipe,2,8,5887.3,2,0,0,1,3,0.2651,165.28
6,0,SemiSwipe,4,8,8513.8,4,0,1,0,3,0.3706,92.16
6,0,SemiSwipe,6,8,10512.3,6,0,0,0,6,0.5933,200.69
6,0,SemiSwipe,2,9,7439.0,2,0,0,0,2,0.3087,172.9
6,0,SemiSwipe,4,9,8436.0,4,0,0,0,4,0.1144,142.86
6,0,SemiSwipe,6,9,8874.5,6,0,0,0,6,0.2907,158.99
6,0,SemiSwipe,2,10,6390.8,2,0,0,0,2,0.1615,154.62
6,0,SemiSwipe,4,10,8245.4,4,0,0,0,4,0.4605,98.86
6,0,SemiSwipe,6,10,9460.7,6,0,1,0,5,0.4743,278.14
6,0,SemiSwipe,2,11,7638.9,2,0,0,0,2,0.3523,204.53
6,0,SemiSwipe,4,11,9271.6,4,0,0,0,4,0.344,117.07
6,0,SemiSwipe,6,11,9756.9,8,2,0,0,6,0.3704,213.3
6,0,SemiSwipe,2,12,6418.6,2,0,0,0,2,0.334,154.78
6,0,SemiSwipe,4,12,8419.6,4,0,0,0,4,0.3233,301.83
6,0,SemiSwipe,6,12,8390.6,7,1,0,1,7,0.5348,82.34
6,0,SemiSwipe,2,13,6104.6,2,0,0,0,2,0.1621,115.19
6,0,SemiSwipe,4,13,8682.6,4,0,0,0,4,0.4422,122.46
6,0,SemiSwipe,6,13,10223.0,6,0,1,0,5,0.2867,78.45
6,0,SemiSwipe,2,14,7501.5,2,0,0,1,3,0.1542,222.71
6,0,SemiSwipe,4,14,9632.8,4,0,1,0,3,0.504,192.9
6,0,SemiSwipe,6,14,9910.1,6,0,0,1,7,0.4277,112.34
6,1,SemiTilt,2,0,7805.4,2,0,0,0,2,0.4236,115.51
6,1,SemiTilt,4,0,7958.5,4,0,0,0,4,0.2169,23.92
6,1,SemiTilt,6,0,10336.6,6,0,1,0,5,0.1067,187.95
6,1,SemiTilt,2,1,6061.1,2,0,1,0,1,0.1875,126.5
6,1,SemiTilt,4,1,7792.1,4,0,1,0,3,0.6315,159.84
6,1,SemiTilt,6,1,9900.3,6,0,0,0,6,0.3361,57.4
6,1,SemiTilt,2,2,7638.0,2,0,0,0,2,0.7004,86.67
6,1,SemiTilt,4,2,7801.2,5,1,0,0,4,0.2925,263.84
6,1,SemiTilt,6,2,10667.3,6,0,0,1,7,0.3852,182.87
6,1,SemiTilt,2,3,8974.2,2,0,0,0,2,0.3463,171.45
6,1,SemiTilt,4,3,8837.3,4,0,0,0,4,0.4157,184.24
6,1,SemiTilt,6,3,10811.1,7,1,1,1,6,0.3553,203.69
6,1,SemiTilt,2,4,7427.9,2,0,0,1,3,0.4246,123.59
6,1,SemiTilt,4,4,8881.4,5,1,0,0,4,0.3905,159.15
6,1,SemiTilt,6,4,8637.3,7,1,1,0,5,0.6443,63.34
6,1,SemiTilt,2,5,7254.4,2,0,0,1,3,0.2783,150.22
6,1,SemiTilt,4,5,8618.6,4,0,0,1,5,0.5695,133.15
6,1,SemiTilt,6,5,10662.1,6,0,1,0,5,0.1871,104.56
6,1,SemiTilt,2,6,7836.1,2,0,0,0,2,0.5234,121.74
6,1,SemiTilt,4,6,8408.3,4,0,1,0,3,0.3775,150.99
6,1,SemiTilt,6,6,10318.4,7,1,0,0,6,0.5671,164.28
6,1,SemiTilt,2,7,6884.2,2,0,0,1,3,0.2792,82.96
6,1,SemiTilt,4,7,9043.3,5,1,0,0,4,0.4768,146.23
6,1,SemiTilt,6,7,9802.2,6,0,0,0,6,0.5912,137.88
6,1,SemiTilt,2,8,6051.4,2,0,0,0,2,0.2387,146.17
6,1,SemiTilt,4,8,8399.7,4,0,0,0,4,0.4137,212.64
6,1,SemiTilt,6,8,9378.6,6,0,0,0,6,0.3505,38.51
6,1,SemiTilt,2,9,6905.7,2,0,0,0,2,0.4949,225.89
6,1,SemiTilt,4,9,8612.4,4,0,0,0,4,0.4381,95.77
6,1,SemiTilt,6,9,10016.9,6,0,1,0,5,0.2169,138.65
6,1,SemiTilt,2,10,8099.3,2,0,0,0,2,0.2832,107.91
6,1,SemiTilt,4,10,7788.8,4,0,0,0,4,0.4262,229.72
6,1,SemiTilt,6,10,10076.9,7,1,0,0,6,0.4677,127.09
6,1,SemiTilt,2,11,7250.4,2,0,0,0,2,0.437,158.71
6,1,SemiTilt,4,11,7875.1,4,0,0,1,5,0.3592,62.93
6,1,SemiTilt,6,11,10830.9,6,0,0,0,6,0.3671,90.8
6,1,SemiTilt,2,12,7653.7,2,0,0,0,2,0.3256,122.35
6,1,SemiTilt,4,12,8086.8,4,0,0,0,4,0.4183,111.41
6,1,SemiTilt,6,12,10062.1,6,0,1,0,5,0.0091,186.78
6,1,SemiTilt,2,13,7617.8,2,0,0,1,3,0.4367,188.44
6,1,SemiTilt,4,13,9952.9,4,0,1,0,3,0.5243,110.31
6,1,SemiTilt,6,13,10962.8,6,0,0,0,6,0.4892,259.97
6,1,SemiTilt,2,14,5507.9,2,0,1,0,1,0.4742,151.01
6,1,SemiTilt,4,14,8172.0,4,0,0,0,4,0.4218,157.88
6,1,SemiTilt,6,14,10183.4,6,0,1,1,6,0.5157,129.35
6,2,SemiDwell,2,0,6699.4,2,0,0,0,2,0.4118,55.0
6,2,SemiDwell,4,0,7712.6,4,0,0,0,4,0.485,157.4
6,2,SemiDwell,6,0,9425.4,6,0,0,1,7,0.3103,150.02
6,2,SemiDwell,2,1,5883.7,2,0,0,1,3,0.22,222.94
6,2,SemiDwell,4,1,8145.5,4,0,0,0,4,0.5135,108.04
6,2,SemiDwell,6,1,9868.4,8,2,0,0,6,0.4673,63.63
6,2,SemiDwell,2,2,6801.7,2,0,0,1,3,0.252,101.23
6,2,SemiDwell,4,2,7225.8,4,0,0,1,5,0.4451,170.91
6,2,SemiDwell,6,2,9039.7,6,0,0,0,6,0.1773,230.47
6,2,SemiDwell,2,3,6254.3,2,0,0,0,2,0.378,237.75
6,2,SemiDwell,4,3,7211.8,4,0,0,1,5,0.411,68.79
6,2,SemiDwell,6,3,9582.2,6,0,0,0,6,0.3973,91.94
6,2,SemiDwell,2,4,7657.5,2,0,0,1,3,0.2747,208.46
6,2,SemiDwell,4,4,6969.8,5,1,0,0,4,0.5907,167.67
6,2,SemiDwell,6,4,9422.5,7,1,0,0,6,0.3703,129.94
6,2,SemiDwell,2,5,6118.0,2,0,0,1,3,0.494,233.78
6,2,SemiDwell,4,5,7841.9,4,0,1,0,3,0.4039,149.59
6,2,SemiDwell,6,5,9215.5,6,0,0,0,6,0.3949,127.05
6,2,SemiDwell,2,6,7241.0,2,0,0,1,3,0.3863,125.22
6,2,SemiDwell,4,6,8231.3,5,1,0,1,5,0.4619,165.13
6,2,SemiDwell,6,6,8799.3,6,0,0,0,6,0.4207,151.75
6,2,SemiDwell,2,7,6704.4,3,1,0,0,2,0.2089,170.25
6,2,SemiDwell,4,7,8256.1,5,1,0,0,4,0.3721,138.19
6,2,SemiDwell,6,7,8547.1,7,1,1,0,5,0.4484,169.35
6,2,SemiDwell,2,8,7123.3,3,1,0,0,2,0.3551,159.95
6,2,SemiDwell,4,8,6488.7,4,0,0,0,4,0.5037,75.22
6,2,SemiDwell,6,8,9603.0,6,0,0,0,6,0.3376,160.79
6,2,SemiDwell,2,9,6402.7,2,0,0,0,2,0.3936,115.39
6,2,SemiDwell,4,9,8713.7,4,0,0,0,4,0.0007,136.53
6,2,SemiDwell,6,9,8606.1,6,0,0,0,6,0.2186,271.85
6,2,SemiDwell,2,10,7552.3,2,0,0,0,2,0.2856,84.67
6,2,SemiDwell,4,10,7796.2,4,0,0,1,5,0.4612,69.88
6,2,SemiDwell,6,10,9549.2,6,0,0,1,7,0.6077,109.22
6,2,SemiDwell,2,11,7811.0,2,0,0,1,3,0.3304,140.4
6,2,SemiDwell,4,11,8578.5,4,0,0,0,4,0.407,264.97
6,2,SemiDwell,6,11,9542.9,6,0,0,0,6,0.4873,230.81
6,2,SemiDwell,2,12,6600.3,3,1,0,1,3,0.4251,190.46
6,2,SemiDwell,4,12,8260.5,5,1,0,0,4,0.5043,150.06
6,2,SemiDwell,6,12,8810.7,6,0,0,0,6,0.7076,211.61
6,2,SemiDwell,2,13,6169.3,2,0,0,0,2,0.3538,147.3
6,2,SemiDwell,4,13,9089.4,4,0,0,0,4,0.2861,156.54
6,2,SemiDwell,6,13,9871.5,6,0,0,0,6,0.3563,168.0
6,2,SemiDwell,2,14,6906.7,2,0,0,0,2,0.1604,201.74
6,2,SemiDwell,4,14,8846.4,4,0,0,0,4,0.4097,221.27
6,2,SemiDwell,6,14,8670.3,6,0,0,0,6,0.2132,102.65
6,3,FullDH,2,0,5987.0,2,0,0,1,3,0.3095,126.63
6,3,FullDH,4,0,6842.7,4,0,0,0,4,0.5396,65.47
6,3,FullDH,6,0,9241.3,7,1,0,1,7,0.5072,112.28
6,3,FullDH,2,1,5782.6,3,1,0,1,3,0.5462,260.61
6,3,FullDH,4,1,8205.1,4,0,0,0,4,0.5502,221.6
6,3,FullDH,6,1,9791.5,7,1,0,0,6,0.5343,123.37
6,3,FullDH,2,2,5314.6,2,0,0,0,2,0.3808,201.82
6,3,FullDH,4,2,7436.0,4,0,0,0,4,0.3404,203.53
6,3,FullDH,6,2,9401.0,6,0,0,0,6,0.3259,220.6
6,3,FullDH,2,3,5591.7,2,0,0,1,3,0.2826,174.12
6,3,FullDH,4,3,7132.8,4,0,0,0,4,0.3718,182.48
6,3,FullDH,6,3,8842.7,6,0,0,1,7,0.562,190.4
6,3,FullDH,2,4,5358.8,3,1,0,0,2,0.0787,133.57
6,3,FullDH,4,4,7214.3,4,0,1,0,3,0.3469,95.8
6,3,FullDH,6,4,10617.8,6,0,0,0,6,0.3891,183.77
6,3,FullDH,2,5,5534.0,2,0,0,0,2,0.2601,119.63
6,3,FullDH,4,5,7527.4,6,2,0,1,5,0.6028,170.53
6,3,FullDH,6,5,9197.0,6,0,0,1,7,0.5444,95.21
6,3,FullDH,2,6,5673.3,2,0,0,0,2,0.4767,66.05
6,3,FullDH,4,6,7800.4,4,0,0,0,4,0.498,266.07
6,3,FullDH,6,6,8945.7,6,0,0,0,6,0.4845,212.41
6,3,FullDH,2,7,6363.3,3,1,0,0,2,0.428,73.58
6,3,FullDH,4,7,7987.1,4,0,0,1,5,0.2483,125.08
6,3,FullDH,6,7,8899.8,6,0,0,0,6,0.4804,115.06
6,3,FullDH,2,8,6773.5,2,0,0,1,3,0.5722,206.62
6,3,FullDH,4,8,7670.8,4,0,0,0,4,0.4536,141.21
6,3,FullDH,6,8,9644.7,7,1,0,0,6,0.2739,134.97
6,3,FullDH,2,9,6596.1,2,0,0,0,2,0.5746,37.89
6,3,FullDH,4,9,6607.8,4,0,0,0,4,0.5659,33.02
6,3,FullDH,6,9,9047.3,6,0,1,0,5,0.5358,160.86
6,3,FullDH,2,10,5048.2,2,0,0,0,2,0.2607,242.69
6,3,FullDH,4,10,8644.1,4,0,0,0,4,0.3847,175.21
6,3,FullDH,6,10,8636.6,6,0,1,0,5,0.8904,268.01
6,3,FullDH,2,11,6733.3,2,0,0,0,2,0.52,212.99
6,3,FullDH,4,11,7673.3,4,0,0,1,5,0.3393,208.57
6,3,FullDH,6,11,10408.0,6,0,0,0,6,0.5026,134.1
6,3,FullDH,2,12,6100.6,2,0,0,1,3,0.1812,206.48
6,3,FullDH,4,12,8531.2,4,0,0,0,4,0.5303,59.64
6,3,FullDH,6,12,10250.5,6,0,0,0,6,0.1751,103.56
6,3,FullDH,2,13,6376.2,2,0,0,0,2,0.3393,157.17
6,3,FullDH,4,13,6983.9,4,0,0,0,4,0.3882,128.66
6,3,FullDH,6,13,9315.5,6,0,1,0,5,0.4492,212.47
6,3,FullDH,2,14,6408.2,3,1,0,0,2,0.4905,90.36
6,3,FullDH,4,14,8473.2,5,1,0,0,4,0.4782,165.31
6,3,FullDH,6,14,8815.8,6,0,1,0,5,0.5184,48.6
6,4,SemiNDH,2,0,6594.0,3,1,0,0,2,0.272,36.32
6,4,SemiNDH,4,0,8092.3,5,1,1,0,3,0.4301,190.85
6,4,SemiNDH,6,0,9052.9,7,1,0,0,6,0.7218,161.37
6,4,SemiNDH,2,1,5728.3,3,1,0,0,2,0.468,150.74
6,4,SemiNDH,4,1,7918.0,4,0,0,0,4,0.6467,91.28
6,4,SemiNDH,6,1,9004.2,6,0,1,0,5,0.6655,168.49
6,4,SemiNDH,2,2,6526.3,2,0,0,0,2,0.3095,118.49
6,4,SemiNDH,4,2,7721.7,4,0,0,0,4,0.2913,175.61
6,4,SemiNDH,6,2,8649.1,6,0,0,0,6,0.3419,86.98
6,4,SemiNDH,2,3,7054.7,2,0,0,1,3,0.5347,252.82
6,4,SemiNDH,4,3,7581.1,5,1,0,0,4,0.3666,218.07
6,4,SemiNDH,6,3,8715.8,6,0,0,0,6,0.0557,176.22
6,4,SemiNDH,2,4,6339.9,2,0,0,0,2,0.3485,175.22
6,4,SemiNDH,4,4,7836.9,4,0,0,1,5,0.5186,134.31
6,4,SemiNDH,6,4,9775.0,6,0,0,0,6,0.2678,144.69
6,4,SemiNDH,2,5,7317.3,2,0,0,1,3,0.4661,249.6
6,4,SemiNDH,4,5,6865.5,4,0,0,0,4,0.3105,106.79
6,4,SemiNDH,6,5,10656.5,6,0,0,1,7,0.4982,122.13
6,4,SemiNDH,2,6,5288.5,2,0,0,0,2,0.4577,243.04
6,4,SemiNDH,4,6,9193.1,4,0,0,0,4,0.2745,220.93
6,4,SemiNDH,6,6,10398.7,6,0,1,0,5,0.3967,160.62
6,4,SemiNDH,2,7,6043.4,2,0,0,0,2,0.3137,66.23
6,4,SemiNDH,4,7,8159.4,4,0,0,1,5,0.4099,93.11
6,4,SemiNDH,6,7,8979.6,8,2,0,1,7,0.3009,144.58
6,4,SemiNDH,2,8,6578.6,2,0,0,0,2,0.2589,134.49
6,4,SemiNDH,4,8,7396.6,4,0,0,0,4,0.1918,192.99
6,4,SemiNDH,6,8,10484.4,6,0,0,0,6,0.3484,118.71
6,4,SemiNDH,2,9,6653.9,2,0,0,0,2,0.5158,184.94
6,4,SemiNDH,4,9,7368.9,4,0,0,0,4,0.2703,308.53
6,4,SemiNDH,6,9,9123.0,6,0,0,0,6,0.4496,96.56
6,4,SemiNDH,2,10,6170.9,2,0,0,1,3,0.4257,308.84
6,4,SemiNDH,4,10,8565.4,4,0,0,0,4,0.3452,21.98
6,4,SemiNDH,6,10,9943.2,6,0,0,0,6,0.5589,104.78
6,4,SemiNDH,2,11,7316.3,2,0,0,0,2,0.2968,100.81
6,4,SemiNDH,4,11,7487.5,4,0,0,0,4,0.5846,98.38
6,4,SemiNDH,6,11,8725.2,6,0,1,1,6,0.2082,221.1
6,4,SemiNDH,2,12,5565.7,2,0,0,0,2,0.3196,229.22
6,4,SemiNDH,4,12,7900.9,4,0,0,0,4,0.4096,111.28
6,4,SemiNDH,6,12,9193.4,7,1,1,0,5,0.6032,190.36
6,4,SemiNDH,2,13,6942.1,2,0,0,0,2,0.3837,209.89
6,4,SemiNDH,4,13,7497.3,5,1,0,0,4,0.3953,121.61
6,4,SemiNDH,6,13,9845.1,7,1,0,0,6,0.4159,203.55
6,4,SemiNDH,2,14,6745.5,2,0,0,0,2,0.1976,172.22
6,4,SemiNDH,4,14,7507.7,4,0,1,1,4,0.3901,92.59
6,4,SemiNDH,6,14,9057.4,6,0,1,0,5,0.4649,107.67
7,0,SemiTilt,2,0,7841.4,2,0,1,0,1,0.3251,235.55
7,0,SemiTilt,4,0,8639.5,4,0,0,0,4,0.1947,144.03
7,0,SemiTilt,6,0,10950.4,7,1,0,1,7,0.3509,198.37
7,0,SemiTilt,2,1,7894.1,2,0,0,0,2,0.0826,7.61
7,0,SemiTilt,4,1,10194.9,4,0,1,0,3,0.4512,255.0
7,0,SemiTilt,6,1,11005.6,6,0,0,0,6,0.4001,132.66
7,0,SemiTilt,2,2,7884.2,2,0,1,0,1,0.1871,83.42
7,0,SemiTilt,4,2,8729.7,4,0,0,1,5,0.4209,273.03
7,0,SemiTilt,6,2,10864.0,6,0,0,1,7,0.3166,259.62
7,0,SemiTilt,2,3,8916.6,2,0,0,0,2,0.5445,199.2
7,0,SemiTilt,4,3,9818.3,4,0,0,0,4,0.4412,182.37
7,0,SemiTilt,6,3,10936.9,6,0,0,0,6,0.466,115.69
7,0,SemiTilt,2,4,7969.5,2,0,0,1,3,0.434,152.15
7,0,SemiTilt,4,4,9193.9,5,1,0,0,4,0.6776,196.48
7,0,SemiTilt,6,4,10153.6,7,1,0,1,7,0.614,168.79
7,0,SemiTilt,2,5,7456.8,2,0,0,0,2,0.6198,59.41
7,0,SemiTilt,4,5,8061.4,4,0,0,1,5,0.779,146.25
7,0,SemiTilt,6,5,9977.0,6,0,0,0,6,0.4217,188.81
7,0,SemiTilt,2,6,7805.8,2,0,0,0,2,0.1917,189.27
7,0,SemiTilt,4,6,8584.8,4,0,0,1,5,0.4804,200.89
7,0,SemiTilt,6,6,9777.4,6,0,0,1,7,0.4711,176.91
7,0,SemiTilt,2,7,8363.5,2,0,0,0,2,0.2937,109.66
7,0,SemiTilt,4,7,9433.1,4,0,0,0,4,0.3435,143.79
7,0,SemiTilt,6,7,11270.5,7,1,1,0,5,0.4956,182.99
7,0,SemiTilt,2,8,7617.7,2,0,0,0,2,0.4768,296.01
7,0,SemiTilt,4,8,8879.5,4,0,1,0,3,0.3345,134.79
7,0,SemiTilt,6,8,11142.4,6,0,0,0,6,0.1423,224.99
7,0,SemiTilt,2,9,8495.8,2,0,0,0,2,0.3338,64.97
7,0,SemiTilt,4,9,8803.9,4,0,0,0,4,0.4787,108.6
7,0,SemiTilt,6,9,10849.1,6,0,0,1,7,0.4073,48.06
7,0,SemiTilt,2,10,8193.4,2,0,0,1,3,0.4877,225.66
7,0,SemiTilt,4,10,9936.2,4,0,0,0,4,0.2278,175.63
7,0,SemiTilt,6,10,10532.0,7,1,0,0,6,0.6666,152.36
7,0,SemiTilt,2,11,8252.0,2,0,0,0,2,0.3912,90.08
7,0,SemiTilt,4,11,10208.5,4,0,1,1,4,0.6105,184.23
7,0,SemiTilt,6,11,10896.3,8,2,0,0,6,0.527,173.91
7,0,SemiTilt,2,12,7999.7,2,0,0,0,2,0.6005,177.92
7,0,SemiTilt,4,12,10111.1,4,0,0,0,4,0.3118,161.86
7,0,SemiTilt,6,12,9935.9,7,1,0,0,6,0.3473,183.33
7,0,SemiTilt,2,13,7581.0,2,0,0,0,2,0.5277,230.65
7,0,SemiTilt,4,13,8199.3,4,0,0,0,4,0.6677,157.44
7,0,SemiTilt,6,13,11520.6,6,0,0,0,6,0.169,237.91
7,0,SemiTilt,2,14,8355.8,3,1,0,0,2,0.3744,154.08
7,0,SemiTilt,4,14,9996.3,4,0,0,1,5,0.4471,162.63
7,0,SemiTilt,6,14,9947.6,6,0,0,0,6,0.4406,108.19
7,1,FullDH,2,0,6185.6,2,0,0,0,2,0.5224,211.99
7,1,FullDH,4,0,8029.8,4,0,0,0,4,0.5521,171.35
7,1,FullDH,6,0,9837.0,7,1,0,0,6,0.5096,137.93
7,1,FullDH,2,1,7236.3,2,0,0,1,3,0.2759,67.26
7,1,FullDH,4,1,7307.7,4,0,0,0,4,0.7481,46.86
7,1,FullDH,6,1,10051.2,6,0,0,0,6,0.2907,71.31
7,1,FullDH,2,2,5720.7,2,0,0,0,2,0.5544,101.41
7,1,FullDH,4,2,8286.0,4,0,0,1,5,0.4885,196.57
7,1,FullDH,6,2,9176.7,6,0,0,0,6,0.2801,185.66
7,1,FullDH,2,3,7402.1,2,0,1,0,1,0.249,222.49
7,1,FullDH,4,3,7943.3,4,0,0,0,4,0.5279,72.96
7,1,FullDH,6,3,8474.9,6,0,0,0,6,0.6058,167.86
7,1,FullDH,2,4,7512.3,2,0,0,0,2,0.4983,194.29
7,1,FullDH,4,4,7455.4,5,1,0,0,4,0.4048,143.68
7,1,FullDH,6,4,10344.5,6,0,1,1,6,0.6057,152.44
7,1,FullDH,2,5,6833.2,2,0,1,0,1,0.1596,257.85
7,1,FullDH,4,5,7979.2,4,0,0,1,5,0.4351,88.25
7,1,FullDH,6,5,8104.3,6,0,0,0,6,0.4559,153.74
7,1,FullDH,2,6,6265.5,2,0,0,0,2,0.4027,96.82
7,1,FullDH,4,6,7200.2,4,0,0,0,4,0.2805,129.3
7,1,FullDH,6,6,9764.7,6,0,0,0,6,0.1647,136.19
7,1,FullDH,2,7,6854.5,4,2,0,1,3,0.5218,41.42
7,1,FullDH,4,7,8537.5,4,0,0,0,4,0.165,83.66
7,1,FullDH,6,7,8807.5,7,1,0,0,6,0.3303,164.65
7,1,FullDH,2,8,7758.9,2,0,0,0,2,0.6218,143.74
7,1,FullDH,4,8,7442.8,4,0,0,0,4,0.5662,185.22
7,1,FullDH,6,8,8308.2,6,0,0,0,6,0.3198,243.7
7,1,FullDH,2,9,6730.6,2,0,0,0,2,0.3446,201.08
7,1,FullDH,4,9,8437.8,5,1,0,0,4,0.6798,143.64
7,1,FullDH,6,9,9952.3,6,0,0,0,6,0.6113,186.35
7,1,FullDH,2,10,6441.0,2,0,0,0,2,0.5011,131.64
7,1,FullDH,4,10,7600.1,4,0,1,0,3,0.341,272.7
7,1,FullDH,6,10,9429.4,6,0,0,0,6,0.2586,141.3
7,1,FullDH,2,11,6745.5,2,0,0,1,3,0.3418,60.61
